Sl.no,ObservationDate,District,State/Region,Last update,Confirmed,Recovered,Deaths
1202,6/4/2020,Villupuram,Tamil Nadu,6/4/2020 10:45,23,13,0
1203,1/4/2020,Virudhunagar,Tamil Nadu,1/4/2020 10:45,9,8,0
1204,27/3/2020,Udagamandalam,Tamil Nadu,27/3/2020 10:45,8,4,0
1205,4/5/2020,Ariyalur,Tamil Nadu,4/5/2020 10:45,2,2,1
1206,4/5/2020,Chengalpattu,Tamil Nadu,4/5/2020 10:45,40,22,2
1207,3/5/2020,Cuddalore,Tamil Nadu,3/5/2020 10:45,24,11,0
1208,2/5/2020,Dindigul,Tamil Nadu,2/5/2020 10:45,42,26,0
1209,4/5/2020,Chennai,Tamil Nadu,4/5/2020 10:45,157,35,8
1210,2/5/2020,Coimbatore,Tamil Nadu,2/5/2020 10:45,78,29,5
1211,4/5/2020,Dindugal,Tamil Nadu,4/5/2020 10:45,40,19,0
1212,3/5/2020,Erode,Tamil Nadu,3/5/2020 10:45,47,24,0
1213,3/5/2020,Kancheepuram,Tamil Nadu,3/5/2020 10:45,8,2,0
1214,30/4/2020,Kalllakurichi,Tamil Nadu,30/4/2020 10:45,1,0,0
1215,2/5/2020,Kanyakumari,Tamil Nadu,2/5/2020 10:45,3,0,0
1216,30/4/2020,Karur,Tamil Nadu,30/4/2020 10:45,35,17,0
1217,30/4/2020,Madurai,Tamil Nadu,30/4/2020 10:45,38,18,0
1218,30/4/2020,Nagapattinam,Tamil Nadu,30/4/2020 10:45,38,18,2
1219,30/4/2020,Nagerkoil,Tamil Nadu,30/4/2020 10:45,15,5,2
1220,30/4/2020,Namakkal,Tamil Nadu,30/4/2020 10:45,40,17,0
1221,30/4/2020,Perambalur,Tamil Nadu,30/4/2020 10:45,4,0,3
1222,3/5/2020,Pudukottai,Tamil Nadu,3/5/2020 10:45,1,0,0
1223,3/5/2020,Ramanathapuram,Tamil Nadu,3/5/2020 10:45,10,2,0
1224,3/5/2020,Sivagangai,Tamil Nadu,3/5/2020 10:45,8,2,2
1225,3/5/2020,Ranipet,Tamil Nadu,3/5/2020 10:45,24,12,3
1226,26/4/2020,Salem,Tamil Nadu,26/4/2020 10:45,20,9,0
1227,26/4/2020,Thanjavur,Tamil Nadu,26/4/2020 10:45,30,15,3
1228,26/4/2020,Tenkasi,Tamil Nadu,26/4/2020 10:45,26,11,0
1229,26/4/2020,Theni,Tamil Nadu,26/4/2020 10:45,27,18,5
1230,24/4/2020,Tiruvannamalai,Tamil Nadu,24/4/2020 10:45,9,4,2
1231,24/4/2020,Thiruvallur,Tamil Nadu,24/4/2020 10:45,27,18,3
1232,24/4/2020,Thiruvarur,Tamil Nadu,24/4/2020 10:45,20,11,0
1233,23/4/2020,Thoothukudi,Tamil Nadu,23/4/2020 10:45,20,11,2
1234,23/4/2020,Tirunelveli,Tamil Nadu,23/4/2020 10:45,30,19,2
1235,23/4/2020,Tirupattur,Tamil Nadu,23/4/2020 10:45,16,6,0
1236,23/4/2020,Tiruppur,Tamil Nadu,23/4/2020 10:45,59,35,3
1237,23/4/2020,Tiruchirapalli,Tamil Nadu,23/4/2020 10:45,35,20,0
1238,8/4/2020,Vellore,Tamil Nadu,8/4/2020 10:45,18,7,0
1239,7/4/2020,Villupuram,Tamil Nadu,7/4/2020 10:45,24,14,1
1240,2/4/2020,Virudhunagar,Tamil Nadu,2/4/2020 10:45,11,9,3
1241,28/3/2020,Udagamandalam,Tamil Nadu,28/3/2020 10:45,8,4,0
1242,5/5/2020,Ariyalur,Tamil Nadu,5/5/2020 10:45,3,2,1
1243,5/5/2020,Chengalpattu,Tamil Nadu,5/5/2020 10:45,45,22,4
1244,4/5/2020,Cuddalore,Tamil Nadu,4/5/2020 10:45,25,11,0
1245,3/5/2020,Dindigul,Tamil Nadu,3/5/2020 10:45,45,27,0
1246,5/5/2020,Chennai,Tamil Nadu,5/5/2020 10:45,182,40,15
1247,3/5/2020,Coimbatore,Tamil Nadu,3/5/2020 10:45,89,30,7
1248,5/5/2020,Dindugal,Tamil Nadu,5/5/2020 10:45,40,20,0
1249,4/5/2020,Erode,Tamil Nadu,4/5/2020 10:45,49,26,0
1250,4/5/2020,Kancheepuram,Tamil Nadu,4/5/2020 10:45,8,2,0
1251,1/5/2020,Kalllakurichi,Tamil Nadu,1/5/2020 10:45,1,0,0
1252,3/5/2020,Kanyakumari,Tamil Nadu,3/5/2020 10:45,3,0,0
1253,1/5/2020,Karur,Tamil Nadu,1/5/2020 10:45,36,18,0
1254,1/5/2020,Madurai,Tamil Nadu,1/5/2020 10:45,39,19,0
1255,1/5/2020,Nagapattinam,Tamil Nadu,1/5/2020 10:45,40,19,3
1256,1/5/2020,Nagerkoil,Tamil Nadu,1/5/2020 10:45,16,6,3
1257,1/5/2020,Namakkal,Tamil Nadu,1/5/2020 10:45,45,18,0
1258,1/5/2020,Perambalur,Tamil Nadu,1/5/2020 10:45,4,0,3
1259,4/5/2020,Pudukottai,Tamil Nadu,4/5/2020 10:45,1,0,0
1260,4/5/2020,Ramanathapuram,Tamil Nadu,4/5/2020 10:45,10,2,0
1261,4/5/2020,Sivagangai,Tamil Nadu,4/5/2020 10:45,10,2,2
1262,4/5/2020,Ranipet,Tamil Nadu,4/5/2020 10:45,25,13,3
1263,27/4/2020,Salem,Tamil Nadu,27/4/2020 10:45,20,10,0
1264,27/4/2020,Thanjavur,Tamil Nadu,27/4/2020 10:45,35,15,3
1265,27/4/2020,Tenkasi,Tamil Nadu,27/4/2020 10:45,26,11,0
1266,27/4/2020,Theni,Tamil Nadu,27/4/2020 10:45,28,19,5
1267,25/4/2020,Tiruvannamalai,Tamil Nadu,25/4/2020 10:45,9,4,3
1268,25/4/2020,Thiruvallur,Tamil Nadu,25/4/2020 10:45,28,19,3
1269,25/4/2020,Thiruvarur,Tamil Nadu,25/4/2020 10:45,25,11,0
1270,24/4/2020,Thoothukudi,Tamil Nadu,24/4/2020 10:45,25,11,3
1271,24/4/2020,Tirunelveli,Tamil Nadu,24/4/2020 10:45,35,20,3
1272,24/4/2020,Tirupattur,Tamil Nadu,24/4/2020 10:45,16,6,0
1273,24/4/2020,Tiruppur,Tamil Nadu,24/4/2020 10:45,75,36,3
1274,24/4/2020,Tiruchirapalli,Tamil Nadu,24/4/2020 10:45,36,21,0
1275,9/4/2020,Vellore,Tamil Nadu,9/4/2020 10:45,19,7,0
1276,8/4/2020,Villupuram,Tamil Nadu,8/4/2020 10:45,25,15,2
1277,3/4/2020,Virudhunagar,Tamil Nadu,3/4/2020 10:45,12,9,3
1278,29/3/2020,Udagamandalam,Tamil Nadu,29/3/2020 10:45,8,4,0
1279,6/5/2020,Ariyalur,Tamil Nadu,6/5/2020 10:45,3,2,1
1280,6/5/2020,Chengalpattu,Tamil Nadu,6/5/2020 10:45,47,23,5
1281,5/5/2020,Cuddalore,Tamil Nadu,5/5/2020 10:45,25,11,0
1282,4/5/2020,Dindigul,Tamil Nadu,4/5/2020 10:45,52,30,0
1283,6/5/2020,Chennai,Tamil Nadu,6/5/2020 10:45,208,47,17
1284,4/5/2020,Coimbatore,Tamil Nadu,4/5/2020 10:45,95,35,8
1285,6/5/2020,Dindugal,Tamil Nadu,6/5/2020 10:45,41,21,0
1286,5/5/2020,Erode,Tamil Nadu,5/5/2020 10:45,55,27,0
1287,5/5/2020,Kancheepuram,Tamil Nadu,5/5/2020 10:45,8,2,0
1288,2/5/2020,Kalllakurichi,Tamil Nadu,2/5/2020 10:45,2,0,0
1289,4/5/2020,Kanyakumari,Tamil Nadu,4/5/2020 10:45,4,0,0
1290,2/5/2020,Karur,Tamil Nadu,2/5/2020 10:45,37,19,0
1291,2/5/2020,Madurai,Tamil Nadu,2/5/2020 10:45,40,20,0
1292,2/5/2020,Nagapattinam,Tamil Nadu,2/5/2020 10:45,42,20,4
1293,2/5/2020,Nagerkoil,Tamil Nadu,2/5/2020 10:45,16,6,4
1294,2/5/2020,Namakkal,Tamil Nadu,2/5/2020 10:45,46,19,0
1295,2/5/2020,Perambalur,Tamil Nadu,2/5/2020 10:45,4,0,4
1296,5/5/2020,Pudukottai,Tamil Nadu,5/5/2020 10:45,1,0,0
1297,5/5/2020,Ramanathapuram,Tamil Nadu,5/5/2020 10:45,10,3,0
